question_id,frontend_question_id,question__title,question__title_slug,difficulty,paid_only,is_new_question,total_acs,total_submitted,url
237,237,Delete Node in a Linked List,delete-node-in-a-linked-list,1,False,False,495422,768818,https://leetcode.com/problems/delete-node-in-a-linked-list
238,238,Product of Array Except Self,product-of-array-except-self,2,False,False,589622,977013,https://leetcode.com/problems/product-of-array-except-self
239,239,Sliding Window Maximum,sliding-window-maximum,3,False,False,293434,675996,https://leetcode.com/problems/sliding-window-maximum
240,240,Search a 2D Matrix II,search-a-2d-matrix-ii,2,False,False,343533,793859,https://leetcode.com/problems/search-a-2d-matrix-ii
241,241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,2,False,False,105835,190482,https://leetcode.com/problems/different-ways-to-add-parentheses
242,242,Valid Anagram,valid-anagram,1,False,False,618144,1082040,https://leetcode.com/problems/valid-anagram
243,243,Shortest Word Distance,shortest-word-distance,1,True,False,101937,166854,https://leetcode.com/problems/shortest-word-distance
244,244,Shortest Word Distance II,shortest-word-distance-ii,2,True,False,72051,137266,https://leetcode.com/problems/shortest-word-distance-ii
245,245,Shortest Word Distance III,shortest-word-distance-iii,2,True,False,50047,90381,https://leetcode.com/problems/shortest-word-distance-iii
246,246,Strobogrammatic Number,strobogrammatic-number,1,True,False,83386,184794,https://leetcode.com/problems/strobogrammatic-number
247,247,Strobogrammatic Number II,strobogrammatic-number-ii,2,True,False,79019,165346,https://leetcode.com/problems/strobogrammatic-number-ii
248,248,Strobogrammatic Number III,strobogrammatic-number-iii,3,True,False,28191,70993,https://leetcode.com/problems/strobogrammatic-number-iii
249,249,Group Shifted Strings,group-shifted-strings,2,True,False,79413,142508,https://leetcode.com/problems/group-shifted-strings
250,250,Count Univalue Subtrees,count-univalue-subtrees,2,True,False,69822,133673,https://leetcode.com/problems/count-univalue-subtrees
251,251,Flatten 2D Vector,flatten-2d-vector,2,True,False,78468,171282,https://leetcode.com/problems/flatten-2d-vector
252,252,Meeting Rooms,meeting-rooms,1,True,False,143520,262351,https://leetcode.com/problems/meeting-rooms
253,253,Meeting Rooms II,meeting-rooms-ii,2,True,False,316231,689767,https://leetcode.com/problems/meeting-rooms-ii
254,254,Factor Combinations,factor-combinations,2,True,False,74277,158623,https://leetcode.com/problems/factor-combinations
255,255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,2,True,False,49477,108299,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree
256,256,Paint House,paint-house,1,True,False,90922,174040,https://leetcode.com/problems/paint-house
257,257,Binary Tree Paths,binary-tree-paths,1,False,False,334430,645078,https://leetcode.com/problems/binary-tree-paths
258,258,Add Digits,add-digits,1,False,False,321761,556554,https://leetcode.com/problems/add-digits
259,259,3Sum Smaller,3sum-smaller,2,True,False,71397,149184,https://leetcode.com/problems/3sum-smaller
260,260,Single Number III,single-number-iii,2,False,False,171368,265431,https://leetcode.com/problems/single-number-iii
261,261,Graph Valid Tree,graph-valid-tree,2,True,False,134565,317991,https://leetcode.com/problems/graph-valid-tree
262,262,Trips and Users,trips-and-users,3,False,False,62673,188288,https://leetcode.com/problems/trips-and-users
263,263,Ugly Number,ugly-number,1,False,False,214161,514573,https://leetcode.com/problems/ugly-number
264,264,Ugly Number II,ugly-number-ii,2,False,False,184201,436745,https://leetcode.com/problems/ugly-number-ii
265,265,Paint House II,paint-house-ii,3,True,False,61173,136621,https://leetcode.com/problems/paint-house-ii
266,266,Palindrome Permutation,palindrome-permutation,1,True,False,94849,153049,https://leetcode.com/problems/palindrome-permutation
267,267,Palindrome Permutation II,palindrome-permutation-ii,2,True,False,39029,106724,https://leetcode.com/problems/palindrome-permutation-ii
268,268,Missing Number,missing-number,1,False,False,495065,953192,https://leetcode.com/problems/missing-number
269,269,Alien Dictionary,alien-dictionary,3,True,False,158275,474616,https://leetcode.com/problems/alien-dictionary
270,270,Closest Binary Search Tree Value,closest-binary-search-tree-value,1,True,False,152956,314028,https://leetcode.com/problems/closest-binary-search-tree-value
271,271,Encode and Decode Strings,encode-and-decode-strings,2,True,False,60860,192103,https://leetcode.com/problems/encode-and-decode-strings
272,272,Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,3,True,False,59395,117066,https://leetcode.com/problems/closest-binary-search-tree-value-ii
273,273,Integer to English Words,integer-to-english-words,3,False,False,187354,687601,https://leetcode.com/problems/integer-to-english-words
274,274,H-Index,h-index,2,False,False,186735,514940,https://leetcode.com/problems/h-index
275,275,H-Index II,h-index-ii,2,False,False,132079,366351,https://leetcode.com/problems/h-index-ii
276,276,Paint Fence,paint-fence,1,True,False,57541,149711,https://leetcode.com/problems/paint-fence
277,277,Find the Celebrity,find-the-celebrity,2,True,False,132580,314914,https://leetcode.com/problems/find-the-celebrity
278,278,First Bad Version,first-bad-version,1,False,False,459588,1274484,https://leetcode.com/problems/first-bad-version
279,279,Perfect Squares,perfect-squares,2,False,False,331162,694650,https://leetcode.com/problems/perfect-squares
280,280,Wiggle Sort,wiggle-sort,2,True,False,89463,139898,https://leetcode.com/problems/wiggle-sort
281,281,Zigzag Iterator,zigzag-iterator,2,True,False,65332,111499,https://leetcode.com/problems/zigzag-iterator
282,282,Expression Add Operators,expression-add-operators,3,False,False,109403,306491,https://leetcode.com/problems/expression-add-operators
283,283,Move Zeroes,move-zeroes,1,False,False,905612,1561878,https://leetcode.com/problems/move-zeroes
284,284,Peeking Iterator,peeking-iterator,2,False,False,103248,223942,https://leetcode.com/problems/peeking-iterator
285,285,Inorder Successor in BST,inorder-successor-in-bst,2,True,False,162131,397174,https://leetcode.com/problems/inorder-successor-in-bst
286,286,Walls and Gates,walls-and-gates,2,True,False,130737,238195,https://leetcode.com/problems/walls-and-gates
287,287,Find the Duplicate Number,find-the-duplicate-number,2,False,False,378660,677214,https://leetcode.com/problems/find-the-duplicate-number
288,288,Unique Word Abbreviation,unique-word-abbreviation,2,True,False,51988,235792,https://leetcode.com/problems/unique-word-abbreviation
289,289,Game of Life,game-of-life,2,False,False,190311,345996,https://leetcode.com/problems/game-of-life
290,290,Word Pattern,word-pattern,1,False,False,221289,582771,https://leetcode.com/problems/word-pattern
291,291,Word Pattern II,word-pattern-ii,3,True,False,44839,103045,https://leetcode.com/problems/word-pattern-ii
292,292,Nim Game,nim-game,1,False,False,227846,414240,https://leetcode.com/problems/nim-game
293,293,Flip Game,flip-game,1,True,False,50084,82438,https://leetcode.com/problems/flip-game
294,294,Flip Game II,flip-game-ii,2,True,False,53800,107381,https://leetcode.com/problems/flip-game-ii
295,295,Find Median from Data Stream,find-median-from-data-stream,3,False,False,224313,500539,https://leetcode.com/problems/find-median-from-data-stream
296,296,Best Meeting Point,best-meeting-point,3,True,False,36830,63909,https://leetcode.com/problems/best-meeting-point
297,297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,3,False,False,351560,734935,https://leetcode.com/problems/serialize-and-deserialize-binary-tree
298,298,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,2,True,False,85856,181596,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence
299,299,Bulls and Cows,bulls-and-cows,1,False,False,164610,386880,https://leetcode.com/problems/bulls-and-cows
300,300,Longest Increasing Subsequence,longest-increasing-subsequence,2,False,False,414710,970735,https://leetcode.com/problems/longest-increasing-subsequence
301,301,Remove Invalid Parentheses,remove-invalid-parentheses,3,False,False,220461,506386,https://leetcode.com/problems/remove-invalid-parentheses
302,302,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,3,True,False,28316,54710,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels
303,303,Range Sum Query - Immutable,range-sum-query-immutable,1,False,False,213868,472296,https://leetcode.com/problems/range-sum-query-immutable
304,304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,2,False,False,123286,316965,https://leetcode.com/problems/range-sum-query-2d-immutable
305,305,Number of Islands II,number-of-islands-ii,3,True,False,78932,197360,https://leetcode.com/problems/number-of-islands-ii
306,306,Additive Number,additive-number,2,False,False,52843,179994,https://leetcode.com/problems/additive-number
307,307,Range Sum Query - Mutable,range-sum-query-mutable,2,False,False,113830,324642,https://leetcode.com/problems/range-sum-query-mutable
308,308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,3,True,False,48477,134426,https://leetcode.com/problems/range-sum-query-2d-mutable
309,309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,2,False,False,163336,343709,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
310,310,Minimum Height Trees,minimum-height-trees,2,False,False,100293,309324,https://leetcode.com/problems/minimum-height-trees
311,311,Sparse Matrix Multiplication,sparse-matrix-multiplication,2,True,False,104743,168159,https://leetcode.com/problems/sparse-matrix-multiplication
312,312,Burst Balloons,burst-balloons,3,False,False,102496,196589,https://leetcode.com/problems/burst-balloons
313,313,Super Ugly Number,super-ugly-number,2,False,False,79634,175815,https://leetcode.com/problems/super-ugly-number
314,314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,2,True,False,128798,282618,https://leetcode.com/problems/binary-tree-vertical-order-traversal
315,315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,3,False,False,138223,331733,https://leetcode.com/problems/count-of-smaller-numbers-after-self
316,316,Remove Duplicate Letters,remove-duplicate-letters,3,False,False,82788,229312,https://leetcode.com/problems/remove-duplicate-letters
317,317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,3,True,False,73417,175969,https://leetcode.com/problems/shortest-distance-from-all-buildings
318,318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,2,False,False,100038,194575,https://leetcode.com/problems/maximum-product-of-word-lengths
319,319,Bulb Switcher,bulb-switcher,2,False,False,81918,180740,https://leetcode.com/problems/bulb-switcher
320,320,Generalized Abbreviation,generalized-abbreviation,2,True,False,48533,92748,https://leetcode.com/problems/generalized-abbreviation
321,321,Create Maximum Number,create-maximum-number,3,False,False,40040,147666,https://leetcode.com/problems/create-maximum-number
322,322,Coin Change,coin-change,2,False,False,456594,1274474,https://leetcode.com/problems/coin-change
323,323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,2,True,False,105418,187260,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
324,324,Wiggle Sort II,wiggle-sort-ii,2,False,False,86097,286503,https://leetcode.com/problems/wiggle-sort-ii
325,325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,2,True,False,106590,227519,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
326,326,Power of Three,power-of-three,1,False,False,277666,660316,https://leetcode.com/problems/power-of-three
327,327,Count of Range Sum,count-of-range-sum,3,False,False,44282,125293,https://leetcode.com/problems/count-of-range-sum
328,328,Odd Even Linked List,odd-even-linked-list,2,False,False,302350,539374,https://leetcode.com/problems/odd-even-linked-list
329,329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,3,False,False,160138,367066,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
330,330,Patching Array,patching-array,3,False,False,37110,107268,https://leetcode.com/problems/patching-array
331,331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,2,False,False,73582,181631,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree
332,332,Reconstruct Itinerary,reconstruct-itinerary,2,False,False,171042,463255,https://leetcode.com/problems/reconstruct-itinerary
333,333,Largest BST Subtree,largest-bst-subtree,2,True,False,48418,134236,https://leetcode.com/problems/largest-bst-subtree
334,334,Increasing Triplet Subsequence,increasing-triplet-subsequence,2,False,False,153004,382711,https://leetcode.com/problems/increasing-triplet-subsequence
335,335,Self Crossing,self-crossing,3,False,False,23159,82271,https://leetcode.com/problems/self-crossing
336,336,Palindrome Pairs,palindrome-pairs,3,False,False,102904,303912,https://leetcode.com/problems/palindrome-pairs
337,337,House Robber III,house-robber-iii,2,False,False,165987,327133,https://leetcode.com/problems/house-robber-iii
338,338,Counting Bits,counting-bits,2,False,False,303373,435205,https://leetcode.com/problems/counting-bits
339,339,Nested List Weight Sum,nested-list-weight-sum,1,True,False,96095,129505,https://leetcode.com/problems/nested-list-weight-sum
340,340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,3,True,False,147447,333092,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
